"beer_1" "beer_2" "difference"
"Standard/Ordinary Bitter" "Imperial IPA" "0.852235833997466"
"Märzen" "Belgian Golden Strong Ale" "0.856507864144062"
"Märzen" "Foreign Extra Stout" "0.953720075215402"
"Märzen" "Imperial Stout" "0.963876363453158"
"Märzen" "Belgian Dark Strong Ale" "0.925136292834891"
"Märzen" "Brown Porter" "0.865865598575879"
"Märzen" "Dry Stout" "0.947299535777828"
"Märzen" "Russian Imperial Stout" "0.971504489646326"
"Märzen" "Belgian Tripel" "0.893139865263308"
"Märzen" "Specialty IPA: Black IPA" "0.92993769470405"
"Märzen" "American Porter" "0.902525991817738"
"Märzen" "Robust Porter" "0.943592222580299"
"Märzen" "Sweet Stout" "0.951367651147373"
"Märzen" "Oatmeal Stout" "0.967237854315361"
"Märzen" "American Stout" "0.942572451164552"
"Baltic Porter" "International Pale Lager" "0.883561076604555"
"Baltic Porter" "Specialty IPA: Rye IPA" "0.883756457416229"
"Baltic Porter" "Standard/Ordinary Bitter" "0.882057031730598"
"Baltic Porter" "Belgian Golden Strong Ale" "0.890243902439024"
"Baltic Porter" "Bohemian Pilsener" "0.912045925089403"
"Baltic Porter" "Munich Helles" "0.94251374528532"
"Baltic Porter" "Special/Best/Premium Bitter" "0.926733426289771"
"Baltic Porter" "Oktoberfest/Märzen" "0.895197270580002"
"Baltic Porter" "Best Bitter" "0.906255663377103"
"Baltic Porter" "Vienna Lager" "0.922736188296829"
"Baltic Porter" "Berliner Weisse" "0.922922678143493"
"Baltic Porter" "German Pilsner (Pils)" "0.877951678660355"
"Baltic Porter" "Strong Bitter" "0.923426346528228"
"Baltic Porter" "Belgian Blond Ale" "0.916894409937888"
"Baltic Porter" "American Wheat or Rye Beer" "0.873016492523166"
"Baltic Porter" "Belgian Pale Ale" "0.852341451454724"
"Baltic Porter" "American Wheat Beer" "0.930333395674814"
"Baltic Porter" "Extra Special/Strong Bitter (ESB)" "0.929525496991764"
"Baltic Porter" "English IPA" "0.944050599980488"
"Baltic Porter" "Cream Ale" "0.872510173484686"
"Baltic Porter" "Double IPA" "0.921020656136088"
"Baltic Porter" "Kölsch" "0.927846790890269"
"Baltic Porter" "Witbier" "0.876320247258462"
"Baltic Porter" "Imperial IPA" "0.895349156074754"
"Baltic Porter" "Blonde Ale" "0.918531836838473"
"Baltic Porter" "Saison" "0.863133593666728"
"Baltic Porter" "American Pale Ale" "0.952850769177661"
"Baltic Porter" "American IPA" "0.925689389528806"
"Belgian Golden Strong Ale" "Standard/Ordinary Bitter" "0.855100132470973"
"Belgian Golden Strong Ale" "Märzen" "0.856507864144062"
"Belgian Golden Strong Ale" "Baltic Porter" "0.890243902439024"
"Belgian Golden Strong Ale" "Munich Helles" "0.872890722864933"
"Belgian Golden Strong Ale" "Foreign Extra Stout" "0.920777484801875"
"Belgian Golden Strong Ale" "Special/Best/Premium Bitter" "0.926447059660101"
"Belgian Golden Strong Ale" "Oktoberfest/Märzen" "0.854586052902783"
"Belgian Golden Strong Ale" "Imperial Stout" "0.927889356386825"
"Belgian Golden Strong Ale" "British Brown Ale" "0.911585365853659"
"Belgian Golden Strong Ale" "Best Bitter" "0.89064016303293"
"Belgian Golden Strong Ale" "Vienna Lager" "0.912291399229782"
"Belgian Golden Strong Ale" "Brown Porter" "0.926829268292683"
"Belgian Golden Strong Ale" "Specialty IPA: Red IPA" "0.877013613159387"
"Belgian Golden Strong Ale" "Dry Stout" "0.973815178523777"
"Belgian Golden Strong Ale" "Strong Bitter" "0.860074626865672"
"Belgian Golden Strong Ale" "Russian Imperial Stout" "0.936190817790531"
"Belgian Golden Strong Ale" "Specialty IPA: Black IPA" "0.903252032520325"
"Belgian Golden Strong Ale" "Extra Special/Strong Bitter (ESB)" "0.864028213166144"
"Belgian Golden Strong Ale" "American Porter" "0.922813204035655"
"Belgian Golden Strong Ale" "Kölsch" "0.853658536585366"
"Belgian Golden Strong Ale" "Robust Porter" "0.947771236333053"
"Belgian Golden Strong Ale" "Sweet Stout" "0.929864095551711"
"Belgian Golden Strong Ale" "Oatmeal Stout" "0.955722276073459"
"Belgian Golden Strong Ale" "American Brown Ale" "0.919711830570263"
"Belgian Golden Strong Ale" "American Stout" "0.928319615082007"
"Bohemian Pilsener" "Baltic Porter" "0.912045925089403"
"Bohemian Pilsener" "Foreign Extra Stout" "0.960606060606061"
"Bohemian Pilsener" "Imperial Stout" "0.97945764926897"
"Bohemian Pilsener" "British Brown Ale" "0.912470550004062"
"Bohemian Pilsener" "Belgian Dark Strong Ale" "0.898849067599068"
"Bohemian Pilsener" "Brown Porter" "0.963636363636364"
"Bohemian Pilsener" "Specialty IPA: Red IPA" "0.860394644115574"
"Bohemian Pilsener" "Dry Stout" "0.96750878588953"
"Bohemian Pilsener" "Russian Imperial Stout" "0.982887700534759"
"Bohemian Pilsener" "Belgian Tripel" "0.866521814705371"
"Bohemian Pilsener" "Specialty IPA: Black IPA" "0.943787878787879"
"Bohemian Pilsener" "American Porter" "0.961311914323963"
"Bohemian Pilsener" "Double IPA" "0.865436871755219"
"Bohemian Pilsener" "Robust Porter" "0.966248693834901"
"Bohemian Pilsener" "Sweet Stout" "0.95711115733999"
"Bohemian Pilsener" "Oatmeal Stout" "0.963252286560557"
"Bohemian Pilsener" "American Brown Ale" "0.898581904453791"
"Bohemian Pilsener" "American Stout" "0.971885104143169"
"Munich Helles" "Holiday/Winter Special Spiced Beer" "0.883763765714843"
"Munich Helles" "Baltic Porter" "0.94251374528532"
"Munich Helles" "Belgian Golden Strong Ale" "0.872890722864933"
"Munich Helles" "Foreign Extra Stout" "0.95166163141994"
"Munich Helles" "Imperial Stout" "0.967418832094201"
"Munich Helles" "British Brown Ale" "0.921790333946202"
"Munich Helles" "Belgian Dark Strong Ale" "0.937173193121078"
"Munich Helles" "Brown Porter" "0.945619335347432"
"Munich Helles" "Specialty IPA: Red IPA" "0.906801096044404"
"Munich Helles" "Dry Stout" "0.948640483383686"
"Munich Helles" "Russian Imperial Stout" "0.976891179432498"
"Munich Helles" "Belgian Dubbel" "0.893397471621741"
"Munich Helles" "Belgian Tripel" "0.94542870841589"
"Munich Helles" "Specialty IPA: Black IPA" "0.948640483383686"
"Munich Helles" "American Porter" "0.950322943334263"
"Munich Helles" "Double IPA" "0.943747177998113"
"Munich Helles" "Robust Porter" "0.953533354168837"
"Munich Helles" "Sweet Stout" "0.949694774174369"
"Munich Helles" "Oatmeal Stout" "0.952333358212103"
"Munich Helles" "American Brown Ale" "0.929086344625904"
"Munich Helles" "Irish Red Ale" "0.855925149516"
"Munich Helles" "American Stout" "0.955222537914283"
"Foreign Extra Stout" "International Pale Lager" "0.923333333333333"
"Foreign Extra Stout" "Specialty IPA: Rye IPA" "0.930202046706901"
"Foreign Extra Stout" "Standard/Ordinary Bitter" "0.949649329841023"
"Foreign Extra Stout" "Märzen" "0.953720075215402"
"Foreign Extra Stout" "Belgian Golden Strong Ale" "0.920777484801875"
"Foreign Extra Stout" "Bohemian Pilsener" "0.960606060606061"
"Foreign Extra Stout" "Munich Helles" "0.95166163141994"
"Foreign Extra Stout" "Special/Best/Premium Bitter" "0.950349766676297"
"Foreign Extra Stout" "Oktoberfest/Märzen" "0.942545362263672"
"Foreign Extra Stout" "Best Bitter" "0.922375956858716"
"Foreign Extra Stout" "Vienna Lager" "0.95114588272483"
"Foreign Extra Stout" "Berliner Weisse" "0.939632545931758"
"Foreign Extra Stout" "Specialty IPA: Red IPA" "0.933053984216775"
"Foreign Extra Stout" "German Pilsner (Pils)" "0.907488986784141"
"Foreign Extra Stout" "Strong Bitter" "0.958527824199466"
"Foreign Extra Stout" "Belgian Blond Ale" "0.962415046625573"
"Foreign Extra Stout" "Spice  Herb  or Vegetable Beer" "0.862244174359164"
"Foreign Extra Stout" "American Wheat or Rye Beer" "0.900049061628954"
"Foreign Extra Stout" "Belgian Pale Ale" "0.967179350403035"
"Foreign Extra Stout" "American Wheat Beer" "0.968470848027108"
"Foreign Extra Stout" "Extra Special/Strong Bitter (ESB)" "0.953900609073023"
"Foreign Extra Stout" "English IPA" "0.965351477131582"
"Foreign Extra Stout" "Cream Ale" "0.891625615763547"
"Foreign Extra Stout" "Double IPA" "0.969692657420482"
"Foreign Extra Stout" "Kölsch" "0.935714285714286"
"Foreign Extra Stout" "Weissbier" "0.862785862785863"
"Foreign Extra Stout" "California Common Beer" "0.862383992032233"
"Foreign Extra Stout" "Witbier" "0.886124401913876"
"Foreign Extra Stout" "Imperial IPA" "0.91599546566434"
"Foreign Extra Stout" "Blonde Ale" "0.929239766081871"
"Foreign Extra Stout" "American Amber Ale" "0.873548247042223"
"Foreign Extra Stout" "Saison" "0.885062519617902"
"Foreign Extra Stout" "American Pale Ale" "0.959833766259142"
"Foreign Extra Stout" "American IPA" "0.936683446781841"
"Special/Best/Premium Bitter" "Baltic Porter" "0.926733426289771"
"Special/Best/Premium Bitter" "Belgian Golden Strong Ale" "0.926447059660101"
"Special/Best/Premium Bitter" "Foreign Extra Stout" "0.950349766676297"
"Special/Best/Premium Bitter" "Imperial Stout" "0.980031904945266"
"Special/Best/Premium Bitter" "Belgian Dark Strong Ale" "0.939441298497421"
"Special/Best/Premium Bitter" "Brown Porter" "0.887366375121477"
"Special/Best/Premium Bitter" "Dry Stout" "0.939502778291686"
"Special/Best/Premium Bitter" "Russian Imperial Stout" "0.989292860001143"
"Special/Best/Premium Bitter" "Belgian Dubbel" "0.902839027427892"
"Special/Best/Premium Bitter" "Belgian Tripel" "0.914771808750815"
"Special/Best/Premium Bitter" "Specialty IPA: Black IPA" "0.929611273080661"
"Special/Best/Premium Bitter" "American Porter" "0.937912973565789"
"Special/Best/Premium Bitter" "Double IPA" "0.948729847780112"
"Special/Best/Premium Bitter" "Robust Porter" "0.946989041922188"
"Special/Best/Premium Bitter" "Sweet Stout" "0.965234737242396"
"Special/Best/Premium Bitter" "Oatmeal Stout" "0.949516648764769"
"Special/Best/Premium Bitter" "American Stout" "0.958045465616236"
"Oktoberfest/Märzen" "Baltic Porter" "0.895197270580002"
"Oktoberfest/Märzen" "Belgian Golden Strong Ale" "0.854586052902783"
"Oktoberfest/Märzen" "Foreign Extra Stout" "0.942545362263672"
"Oktoberfest/Märzen" "Imperial Stout" "0.960806347519077"
"Oktoberfest/Märzen" "Belgian Dark Strong Ale" "0.932130281690141"
"Oktoberfest/Märzen" "Brown Porter" "0.905969148222669"
"Oktoberfest/Märzen" "Dry Stout" "0.956513699263414"
"Oktoberfest/Märzen" "Russian Imperial Stout" "0.963987848660591"
"Oktoberfest/Märzen" "Belgian Tripel" "0.894137290280882"
"Oktoberfest/Märzen" "Specialty IPA: Black IPA" "0.921995305164319"
"Oktoberfest/Märzen" "American Porter" "0.939924958048155"
"Oktoberfest/Märzen" "Double IPA" "0.855075043211884"
"Oktoberfest/Märzen" "Robust Porter" "0.950331876315363"
"Oktoberfest/Märzen" "Sweet Stout" "0.956869823057337"
"Oktoberfest/Märzen" "Oatmeal Stout" "0.966986883708265"
"Oktoberfest/Märzen" "American Stout" "0.94303754703573"
"Imperial Stout" "International Pale Lager" "0.958580413297394"
"Imperial Stout" "Specialty IPA: Rye IPA" "0.95631504112911"
"Imperial Stout" "Standard/Ordinary Bitter" "0.963159753020504"
"Imperial Stout" "Märzen" "0.963876363453158"
"Imperial Stout" "Belgian Golden Strong Ale" "0.927889356386825"
"Imperial Stout" "Bohemian Pilsener" "0.97945764926897"
"Imperial Stout" "Munich Helles" "0.967418832094201"
"Imperial Stout" "Special/Best/Premium Bitter" "0.980031904945266"
"Imperial Stout" "Oktoberfest/Märzen" "0.960806347519077"
"Imperial Stout" "British Brown Ale" "0.938222180470144"
"Imperial Stout" "Best Bitter" "0.98921832884097"
"Imperial Stout" "Vienna Lager" "0.981451269683643"
"Imperial Stout" "Berliner Weisse" "0.949989741848307"
"Imperial Stout" "Belgian Specialty Ale" "0.890679814165166"
"Imperial Stout" "Specialty Beer" "0.8734099399442"
"Imperial Stout" "Specialty IPA: Red IPA" "0.971829749890303"
"Imperial Stout" "German Pilsner (Pils)" "0.954961587327974"
"Imperial Stout" "Strong Bitter" "0.981815987448204"
"Imperial Stout" "Belgian Blond Ale" "0.966650588735991"
"Imperial Stout" "Fruit Beer" "0.857032162367097"
"Imperial Stout" "Spice  Herb  or Vegetable Beer" "0.882569447134942"
"Imperial Stout" "Belgian Dubbel" "0.923863606626017"
"Imperial Stout" "Belgian Tripel" "0.92959960419104"
"Imperial Stout" "American Wheat or Rye Beer" "0.926386543235566"
"Imperial Stout" "Belgian Pale Ale" "0.982045325578096"
"Imperial Stout" "American Wheat Beer" "0.966083015450596"
"Imperial Stout" "Extra Special/Strong Bitter (ESB)" "0.981381338245359"
"Imperial Stout" "English IPA" "0.977515840871565"
"Imperial Stout" "Cream Ale" "0.905939213681569"
"Imperial Stout" "Double IPA" "0.975168095161676"
"Imperial Stout" "Kölsch" "0.941352201257862"
"Imperial Stout" "Weizen/Weissbier" "0.951622739081119"
"Imperial Stout" "Weissbier" "0.875682960588621"
"Imperial Stout" "California Common Beer" "0.888396158691029"
"Imperial Stout" "Witbier" "0.88725673532029"
"Imperial Stout" "American Brown Ale" "0.880466374423267"
"Imperial Stout" "Irish Red Ale" "0.88265306122449"
"Imperial Stout" "Imperial IPA" "0.923968987820044"
"Imperial Stout" "Blonde Ale" "0.931451269683643"
"Imperial Stout" "American Amber Ale" "0.925517433615865"
"Imperial Stout" "Saison" "0.889729659267233"
"Imperial Stout" "American Pale Ale" "0.965448814282901"
"Imperial Stout" "American IPA" "0.936780750817861"
"British Brown Ale" "International Pale Lager" "0.897319034852547"
"British Brown Ale" "Belgian Golden Strong Ale" "0.911585365853659"
"British Brown Ale" "Bohemian Pilsener" "0.912470550004062"
"British Brown Ale" "Munich Helles" "0.921790333946202"
"British Brown Ale" "Imperial Stout" "0.938222180470144"
"British Brown Ale" "Berliner Weisse" "0.902887139107612"
"British Brown Ale" "Belgian Dark Strong Ale" "0.856149463806971"
"British Brown Ale" "German Pilsner (Pils)" "0.861233480176211"
"British Brown Ale" "Belgian Blond Ale" "0.929374911810357"
"British Brown Ale" "Russian Imperial Stout" "0.948740997739578"
"British Brown Ale" "Belgian Tripel" "0.860420650095602"
"British Brown Ale" "American Wheat or Rye Beer" "0.853692463936928"
"British Brown Ale" "American Wheat Beer" "0.903816657673466"
"British Brown Ale" "English IPA" "0.87103294358744"
"British Brown Ale" "Cream Ale" "0.850767310714616"
"British Brown Ale" "Double IPA" "0.945321992709599"
"British Brown Ale" "Kölsch" "0.892557130090642"
"British Brown Ale" "Witbier" "0.862200956937799"
"British Brown Ale" "Imperial IPA" "0.904130343435778"
"British Brown Ale" "Blonde Ale" "0.882699151811611"
"British Brown Ale" "American Pale Ale" "0.901601274303402"
"British Brown Ale" "American IPA" "0.892484180547013"
"Best Bitter" "Baltic Porter" "0.906255663377103"
"Best Bitter" "Belgian Golden Strong Ale" "0.89064016303293"
"Best Bitter" "Foreign Extra Stout" "0.922375956858716"
"Best Bitter" "Imperial Stout" "0.98921832884097"
"Best Bitter" "Belgian Dark Strong Ale" "0.929625331564987"
"Best Bitter" "Dry Stout" "0.924469931336301"
"Best Bitter" "Belgian Blond Ale" "0.868127879380148"
"Best Bitter" "Russian Imperial Stout" "0.994117647058824"
"Best Bitter" "Belgian Dubbel" "0.85643429218923"
"Best Bitter" "Belgian Tripel" "0.916301078759047"
"Best Bitter" "Specialty IPA: Black IPA" "0.914438549955791"
"Best Bitter" "American Porter" "0.919036002542442"
"Best Bitter" "Double IPA" "0.95757579664229"
"Best Bitter" "Robust Porter" "0.927586206896552"
"Best Bitter" "Sweet Stout" "0.962033153463754"
"Best Bitter" "Oatmeal Stout" "0.945744429280857"
"Best Bitter" "American Stout" "0.959099854539232"
"Vienna Lager" "Baltic Porter" "0.922736188296829"
"Vienna Lager" "Belgian Golden Strong Ale" "0.912291399229782"
"Vienna Lager" "Foreign Extra Stout" "0.95114588272483"
"Vienna Lager" "Imperial Stout" "0.981451269683643"
"Vienna Lager" "Belgian Dark Strong Ale" "0.930996963562753"
"Vienna Lager" "Brown Porter" "0.88734335839599"
"Vienna Lager" "Dry Stout" "0.93731429229529"
"Vienna Lager" "Russian Imperial Stout" "0.982920536635707"
"Vienna Lager" "Belgian Dubbel" "0.86060296371998"
"Vienna Lager" "Belgian Tripel" "0.897448928247962"
"Vienna Lager" "Specialty IPA: Black IPA" "0.919649122807017"
"Vienna Lager" "American Porter" "0.930102867610794"
"Vienna Lager" "Double IPA" "0.938648717784741"
"Vienna Lager" "Robust Porter" "0.950665456745312"
"Vienna Lager" "Sweet Stout" "0.971510297482837"
"Vienna Lager" "Oatmeal Stout" "0.949785177228786"
"Vienna Lager" "American Stout" "0.959396630534152"
"Berliner Weisse" "Holiday/Winter Special Spiced Beer" "0.870188807044281"
"Berliner Weisse" "Baltic Porter" "0.922922678143493"
"Berliner Weisse" "Foreign Extra Stout" "0.939632545931758"
"Berliner Weisse" "Imperial Stout" "0.949989741848307"
"Berliner Weisse" "British Brown Ale" "0.902887139107612"
"Berliner Weisse" "Belgian Dark Strong Ale" "0.921480668281849"
"Berliner Weisse" "Brown Porter" "0.923884514435696"
"Berliner Weisse" "Specialty IPA: Red IPA" "0.885112616736861"
"Berliner Weisse" "Dry Stout" "0.94750656167979"
"Berliner Weisse" "Russian Imperial Stout" "0.956044465030107"
"Berliner Weisse" "Belgian Dubbel" "0.872074000458681"
"Berliner Weisse" "Belgian Tripel" "0.896664207605025"
"Berliner Weisse" "Specialty IPA: Black IPA" "0.934632545931758"
"Berliner Weisse" "American Porter" "0.940865825506751"
"Berliner Weisse" "Double IPA" "0.888743250957543"
"Berliner Weisse" "Robust Porter" "0.947832383021088"
"Berliner Weisse" "Sweet Stout" "0.947707766506303"
"Berliner Weisse" "Oatmeal Stout" "0.95156056620742"
"Berliner Weisse" "American Brown Ale" "0.915032084512568"
"Berliner Weisse" "Irish Red Ale" "0.863590711875301"
"Berliner Weisse" "American Stout" "0.943227630045004"
"Berliner Weisse" "Imperial IPA" "0.887237605233121"
"Experimental Beer" "Russian Imperial Stout" "0.861587154546858"
"Belgian Specialty Ale" "Imperial Stout" "0.890679814165166"
"Belgian Specialty Ale" "Russian Imperial Stout" "0.907527835254705"
"Belgian Specialty Ale" "Sweet Stout" "0.883680415809022"
"Specialty Beer" "Imperial Stout" "0.8734099399442"
"Specialty Beer" "Russian Imperial Stout" "0.879713990859502"
"Belgian Dark Strong Ale" "International Pale Lager" "0.878525641025641"
"Belgian Dark Strong Ale" "Specialty IPA: Rye IPA" "0.858165297485686"
"Belgian Dark Strong Ale" "Standard/Ordinary Bitter" "0.895298291963627"
"Belgian Dark Strong Ale" "Märzen" "0.925136292834891"
"Belgian Dark Strong Ale" "Bohemian Pilsener" "0.898849067599068"
"Belgian Dark Strong Ale" "Munich Helles" "0.937173193121078"
"Belgian Dark Strong Ale" "Special/Best/Premium Bitter" "0.939441298497421"
"Belgian Dark Strong Ale" "Oktoberfest/Märzen" "0.932130281690141"
"Belgian Dark Strong Ale" "British Brown Ale" "0.856149463806971"
"Belgian Dark Strong Ale" "Best Bitter" "0.929625331564987"
"Belgian Dark Strong Ale" "Vienna Lager" "0.930996963562753"
"Belgian Dark Strong Ale" "Berliner Weisse" "0.921480668281849"
"Belgian Dark Strong Ale" "German Pilsner (Pils)" "0.885060149101999"
"Belgian Dark Strong Ale" "Strong Bitter" "0.923702230605216"
"Belgian Dark Strong Ale" "Belgian Blond Ale" "0.867085020242915"
"Belgian Dark Strong Ale" "American Wheat or Rye Beer" "0.877856994890209"
"Belgian Dark Strong Ale" "Belgian Pale Ale" "0.894736842105263"
"Belgian Dark Strong Ale" "American Wheat Beer" "0.934098043398757"
"Belgian Dark Strong Ale" "Extra Special/Strong Bitter (ESB)" "0.937296539667229"
"Belgian Dark Strong Ale" "American Porter" "0.852947044588611"
"Belgian Dark Strong Ale" "English IPA" "0.910277386226339"
"Belgian Dark Strong Ale" "Cream Ale" "0.864709643804471"
"Belgian Dark Strong Ale" "Kölsch" "0.926167582417582"
"Belgian Dark Strong Ale" "Robust Porter" "0.861427939876216"
"Belgian Dark Strong Ale" "Witbier" "0.872237302171513"
"Belgian Dark Strong Ale" "Blonde Ale" "0.905589293747189"
"Belgian Dark Strong Ale" "American Pale Ale" "0.929293946361352"
"Belgian Dark Strong Ale" "American IPA" "0.874674673677781"
"Brown Porter" "International Pale Lager" "0.903333333333333"
"Brown Porter" "Specialty IPA: Rye IPA" "0.926121128062876"
"Brown Porter" "Standard/Ordinary Bitter" "0.856290886961814"
"Brown Porter" "Märzen" "0.865865598575879"
"Brown Porter" "Belgian Golden Strong Ale" "0.926829268292683"
"Brown Porter" "Bohemian Pilsener" "0.963636363636364"
"Brown Porter" "Munich Helles" "0.945619335347432"
"Brown Porter" "Special/Best/Premium Bitter" "0.887366375121477"
"Brown Porter" "Oktoberfest/Märzen" "0.905969148222669"
"Brown Porter" "Vienna Lager" "0.88734335839599"
"Brown Porter" "Berliner Weisse" "0.923884514435696"
"Brown Porter" "German Pilsner (Pils)" "0.881057268722467"
"Brown Porter" "Strong Bitter" "0.907320540156361"
"Brown Porter" "Belgian Blond Ale" "0.948922305764411"
"Brown Porter" "Russian Imperial Stout" "0.858263305322129"
"Brown Porter" "Belgian Tripel" "0.896749521988528"
"Brown Porter" "American Wheat or Rye Beer" "0.883303411131059"
"Brown Porter" "Belgian Pale Ale" "0.924467418546366"
"Brown Porter" "American Wheat Beer" "0.958795562599049"
"Brown Porter" "Extra Special/Strong Bitter (ESB)" "0.910479175996417"
"Brown Porter" "English IPA" "0.945013712291199"
"Brown Porter" "Cream Ale" "0.87807881773399"
"Brown Porter" "Double IPA" "0.967389920731355"
"Brown Porter" "Kölsch" "0.921428571428571"
"Brown Porter" "Weissbier" "0.852390852390852"
"Brown Porter" "Witbier" "0.873684210526316"
"Brown Porter" "Imperial IPA" "0.903300746347104"
"Brown Porter" "Blonde Ale" "0.916959064327485"
"Brown Porter" "Saison" "0.857213431394399"
"Brown Porter" "American Pale Ale" "0.946903503166212"
"Brown Porter" "American IPA" "0.92163571798476"
"Specialty IPA: Red IPA" "International Pale Lager" "0.853720930232558"
"Specialty IPA: Red IPA" "Belgian Golden Strong Ale" "0.877013613159387"
"Specialty IPA: Red IPA" "Bohemian Pilsener" "0.860394644115574"
"Specialty IPA: Red IPA" "Munich Helles" "0.906801096044404"
"Specialty IPA: Red IPA" "Foreign Extra Stout" "0.933053984216775"
"Specialty IPA: Red IPA" "Imperial Stout" "0.971829749890303"
"Specialty IPA: Red IPA" "Berliner Weisse" "0.885112616736861"
"Specialty IPA: Red IPA" "Dry Stout" "0.941870642715383"
"Specialty IPA: Red IPA" "Belgian Blond Ale" "0.865385556915545"
"Specialty IPA: Red IPA" "Russian Imperial Stout" "0.973917008663931"
"Specialty IPA: Red IPA" "American Wheat Beer" "0.871201120406885"
"Specialty IPA: Red IPA" "American Porter" "0.87864948164752"
"Specialty IPA: Red IPA" "Kölsch" "0.864451827242525"
"Specialty IPA: Red IPA" "Robust Porter" "0.945602780005346"
"Specialty IPA: Red IPA" "Sweet Stout" "0.945851737533926"
"Specialty IPA: Red IPA" "Oatmeal Stout" "0.949171933155147"
"Specialty IPA: Red IPA" "American Stout" "0.936682247484948"
"Specialty IPA: Red IPA" "Blonde Ale" "0.854481164150687"
"German Pilsner (Pils)" "Baltic Porter" "0.877951678660355"
"German Pilsner (Pils)" "Foreign Extra Stout" "0.907488986784141"
"German Pilsner (Pils)" "Imperial Stout" "0.954961587327974"
"German Pilsner (Pils)" "British Brown Ale" "0.861233480176211"
"German Pilsner (Pils)" "Belgian Dark Strong Ale" "0.885060149101999"
"German Pilsner (Pils)" "Brown Porter" "0.881057268722467"
"German Pilsner (Pils)" "Dry Stout" "0.909691629955947"
"German Pilsner (Pils)" "Russian Imperial Stout" "0.96059428176557"
"German Pilsner (Pils)" "Belgian Dubbel" "0.850481159916171"
"German Pilsner (Pils)" "Belgian Tripel" "0.858862374811533"
"German Pilsner (Pils)" "Specialty IPA: Black IPA" "0.894273127753304"
